sim_n	seed	popsize_2N	iniCN	selCoeff	time_g	exchg_r	mean	median	mode	sd	alpha	beta	p_val	class
5628	1745086715	5000	500	0.000000	1000	0.962636	343.1172 	 302 	 252 	 214.9172 	 2.438164 	 0.007106252 	 0.005028403 	 0 
5629	1745775802	5000	500	0.000000	1000	0.595570	352.0042 	 310 	 285 	 220.4899 	 2.504962 	 0.007116608 	 0.0009209979 	 0 
5630	1746313626	5000	500	0.000000	1000	0.961702	238.4012 	 205 	 137 	 158.6067 	 2.332 	 0.009781339 	 0.0004856352 	 0 
5631	1746969099	5000	500	0.000000	1000	0.966544	<simpleError in optim(par = vstart, fn = fnobj, fix.arg = fix.arg, obs = data,     gr = gradient, ddistnam = ddistname, hessian = TRUE, method = meth,     lower = lower, upper = upper, ...): non-finite finite-difference value [2]>
5632	1748061554	5000	500	0.000000	1000	0.736148	678.412 	 593 	 514 	 430.0703 	 2.432752 	 0.003585206 	 0.001463605 	 0 
5633	1748952325	5000	500	0.000000	1000	0.673537	295.604 	 253 	 170 	 192.3638 	 2.338136 	 0.007910328 	 0.002129532 	 0 
5634	1749590991	5000	500	0.000000	1000	0.798455	767.9132 	 667.5 	 560 	 492.239 	 2.427941 	 0.003161638 	 0.002853946 	 0 
5635	1750565797	5000	500	0.000000	1000	0.938235	750.3588 	 648 	 319 	 486.5325 	 2.354453 	 0.003137583 	 0.01852464 	 1 
5636	1751708673	5000	500	0.000000	1000	0.494126	285.4612 	 245 	 201 	 185.9476 	 2.458234 	 0.008611644 	 0.0008513793 	 0 
5637	1752246497	5000	500	0.000000	1000	0.588140	369.9218 	 320 	 301 	 234.0458 	 2.50926 	 0.006783053 	 0.004691266 	 0 
5638	1752750707	5000	500	0.000000	1000	0.400885	446.3352 	 386.5 	 277 	 281.1918 	 2.520019 	 0.005646023 	 0.02358712 	 1 
5639	1753355759	5000	500	0.000000	1000	0.962164	555.6532 	 482.5 	 206 	 364.0307 	 2.316202 	 0.004168785 	 0.009846365 	 0 
5640	1754280144	5000	500	0.000000	1000	0.845146	701.212 	 597 	 513 	 462.0235 	 2.443667 	 0.003484543 	 0.0001931868 	 0 
5641	1755187722	5000	500	0.000000	1000	0.148477	650.8874 	 535 	 292 	 437.168 	 2.167775 	 0.00333072 	 0.004691266 	 0 
5642	1755641511	5000	500	0.000000	1000	0.412905	396.5256 	 352 	 226 	 248.5303 	 2.503917 	 0.006314254 	 0.001356221 	 0 
5643	1756263370	5000	500	0.000000	1000	0.264816	192.592 	 166 	 103 	 120.3621 	 2.567431 	 0.01333165 	 0.0009959108 	 0 
5644	1756717159	5000	500	0.000000	1000	0.849981	910.4154 	 817.5 	 547 	 550.4653 	 2.613119 	 0.002869556 	 0.001835106 	 0 
5645	1757910456	5000	500	0.000000	1000	0.318305	347.8434 	 301.5 	 206 	 232.2179 	 2.207388 	 0.006346833 	 0.003800385 	 0 
5646	1758397859	5000	500	0.000000	1000	0.566873	676.5694 	 588 	 700 	 443.6668 	 2.325936 	 0.003437838 	 0.009223018 	 0 
5647	1759204595	5000	500	0.000000	1000	0.782421	367.3312 	 319 	 295 	 227.7886 	 2.5669 	 0.006986876 	 0.002292636 	 0 
5648	1759860068	5000	500	0.000000	1000	0.800050	519.8768 	 442 	 579 	 342.9119 	 2.367553 	 0.00455332 	 0.001076486 	 0 
5649	1760633190	5000	500	0.000000	1000	0.773829	293.4348 	 259 	 155 	 182.086 	 2.475524 	 0.008435243 	 0.1069701 	 1 
5650	1761238242	5000	500	0.000000	1000	0.421463	747.2016 	 663.5 	 759 	 474.0276 	 2.455946 	 0.003286971 	 0.007561748 	 0 
5651	1761792873	5000	500	0.000000	1000	0.383800	564.9356 	 497.5 	 322 	 367.5749 	 2.386888 	 0.004225079 	 0.007071711 	 0 
5652	1762465153	5000	500	0.000000	1000	0.446874	392.0688 	 337 	 288 	 257.9816 	 2.249532 	 0.005738754 	 0.04434906 	 1 
5653	1763036591	5000	500	0.000000	1000	0.745638	1032.381 	 902 	 579 	 657.794 	 2.499323 	 0.002420894 	 0.001163116 	 0 
5654	1764028204	5000	500	0.000000	1000	0.890983	567.1002 	 496.5 	 422 	 362.1182 	 2.410418 	 0.004250336 	 0.006610785 	 0 
5655	1764851747	5000	500	0.000000	1000	0.389886	555.6672 	 484 	 303 	 344.7019 	 2.46295 	 0.004431782 	 0.02503064 	 1 
5656	1765456799	5000	500	0.000000	1000	0.662304	270.7962 	 233.5 	 210 	 172.98 	 2.44339 	 0.009025169 	 0.07549366 	 1 
5657	1766078658	5000	500	0.000000	1000	0.454410	474.3634 	 413 	 422 	 306.9877 	 2.356302 	 0.004967979 	 0.003539914 	 0 
5658	1766801359	5000	500	0.000000	1000	0.631871	424.9248 	 376 	 377 	 260.0969 	 2.517546 	 0.005924831 	 0.006177431 	 0 
5659	1767372797	5000	500	0.000000	1000	0.494848	631.7954 	 544.5 	 479 	 391.0638 	 2.527767 	 0.004000646 	 0.0007867085 	 0 
5660	1768061884	5000	500	0.000000	1000	0.493316	427.2266 	 380 	 398 	 264.3855 	 2.477525 	 0.005798638 	 0.02984147 	 1 
5661	1768616515	5000	500	0.000000	1000	0.753664	253.0274 	 223 	 159 	 160.5647 	 2.499861 	 0.009880713 	 0.0002292602 	 0 
5662	1769221567	5000	500	0.000000	1000	0.290040	546.5332 	 463 	 435 	 342.8816 	 2.513806 	 0.004600443 	 9.585702e-05 	 0 
5663	1769826619	5000	500	0.000000	1000	0.886755	1090.522 	 966 	 668 	 677.4928 	 2.480161 	 0.002274281 	 0.03161711 	 1 
5664	1770952688	5000	500	0.000000	1000	0.420509	1062.785 	 904 	 1424 	 726.8944 	 2.324843 	 0.002187454 	 1.15472e-06 	 0 
5665	1771742617	5000	500	0.000000	1000	0.243089	396.95 	 352 	 302 	 244.543 	 2.596182 	 0.006541474 	 0.0003492744 	 0 
5666	1772263634	5000	500	0.000000	1000	0.788560	438.4968 	 384 	 278 	 274.7318 	 2.485132 	 0.005667887 	 0.009846365 	 0 
5667	1772952721	5000	500	0.000000	1000	0.602273	330.4974 	 291 	 246 	 209.787 	 2.451629 	 0.007420161 	 0.003295976 	 0 
5668	1773473738	5000	500	0.000000	1000	0.967547	298.5248 	 257 	 142 	 193.892 	 2.421415 	 0.008111503 	 0.009846365 	 0 
5669	1774011562	5000	500	0.000000	1000	0.585393	611.8454 	 528 	 503 	 382.9701 	 2.526043 	 0.004129069 	 0.02091991 	 1 
5670	1774734263	5000	500	0.000000	1000	0.489330	719.5486 	 631 	 512 	 438.5781 	 2.594593 	 0.003605137 	 0.01968982 	 1 
5671	1775641841	5000	500	0.000000	1000	0.762925	407.3304 	 355 	 251 	 257.8403 	 2.330119 	 0.005719977 	 0.0970269 	 1 
5672	1776414963	5000	500	0.000000	1000	0.298604	261.505 	 230 	 168 	 167.5253 	 2.404959 	 0.009197949 	 0.006177431 	 0 
5673	1776835138	5000	500	0.000000	1000	0.741365	410.1342 	 361 	 239 	 258.7768 	 2.472836 	 0.006028291 	 0.005028403 	 0 
5674	1777507418	5000	500	0.000000	1000	0.999148	772.5892 	 678 	 707 	 486.6998 	 2.406176 	 0.003114661 	 0.006177431 	 0 
5675	1778616680	5000	500	0.000000	1000	0.632889	582.595 	 501 	 269 	 370.6533 	 2.41397 	 0.004144208 	 0.1777182 	 1 
5676	1779288960	5000	500	0.000000	1000	0.287750	462.6122 	 411 	 382 	 268.9378 	 2.835172 	 0.006129141 	 0.0001489868 	 0 
5677	1779793170	5000	500	0.000000	1000	0.568864	718.7354 	 624 	 753 	 455.1161 	 2.452291 	 0.003411867 	 0.02815429 	 1 
5678	1780532678	5000	500	0.000000	1000	0.622667	296.123 	 264 	 173 	 185.3574 	 2.43575 	 0.008227164 	 0.005770175 	 0 
5679	1781104116	5000	500	0.000000	1000	0.600381	647.9374 	 579 	 342 	 406.9991 	 2.577539 	 0.00397853 	 0.0001625292 	 0 
5680	1781793203	5000	500	0.000000	1000	0.805373	588.0502 	 512 	 319 	 373.7692 	 2.424288 	 0.004122227 	 0.01120883 	 1 
5681	1782566325	5000	500	0.000000	1000	0.664313	385.6266 	 335 	 364 	 243.5538 	 2.487339 	 0.006450734 	 0.002853946 	 0 
5682	1783137763	5000	500	0.000000	1000	0.743555	461.9814 	 406 	 585 	 292.5387 	 2.426213 	 0.005252544 	 0.006610785 	 0 
5683	1783860464	5000	500	0.000000	1000	0.116691	1054.217 	 925 	 1285 	 670.2369 	 2.490614 	 0.002362167 	 0.002292636 	 0 
5684	1784280639	5000	500	0.000000	1000	0.456658	154.2254 	 132 	 99 	 97.83734 	 2.454942 	 0.01591711 	 0.001356221 	 0 
5685	1784700814	5000	500	0.000000	1000	0.088421	575.071 	 501 	 902 	 354.0338 	 2.525367 	 0.004391741 	 0.0001365182 	 0 
5686	1785020147	5000	500	0.000000	1000	0.935620	562.1594 	 502 	 401 	 336.8975 	 2.612902 	 0.004647349 	 0.001076486 	 0 
5687	1785910918	5000	500	0.000000	1000	0.370517	417.4236 	 369 	 165 	 253.0838 	 2.665446 	 0.006384845 	 0.02221796 	 1 
5688	1786381514	5000	500	0.000000	1000	0.476006	847.6316 	 749 	 678 	 536.3908 	 2.37894 	 0.002806429 	 0.03161711 	 1 
5689	1787154636	5000	500	0.000000	1000	0.538079	661.9054 	 594.5 	 276 	 401.3864 	 2.660262 	 0.004018862 	 0.0007867085 	 0 
5690	1787810109	5000	500	0.000000	1000	0.469778	1098.372 	 943 	 499 	 691.2801 	 2.470006 	 0.002248823 	 0.01445589 	 1 
5691	1788650459	5000	500	0.000000	1000	0.600863	556.743 	 481 	 748 	 345.6037 	 2.581087 	 0.004636556 	 0.02984147 	 1 
5692	1789305932	5000	500	0.000000	1000	0.821176	498.9142 	 428 	 327 	 317.5314 	 2.347897 	 0.004706558 	 0.004078391 	 0 
5693	1789927791	5000	500	0.000000	1000	0.630648	238.0944 	 207 	 162 	 148.7977 	 2.559159 	 0.01074819 	 0.002654092 	 0 
5694	1790432001	5000	500	0.000000	1000	0.554867	500.3452 	 436 	 440 	 324.3094 	 2.399695 	 0.004796086 	 0.01050764 	 1 
5695	1791104281	5000	500	0.000000	1000	0.374247	626.8168 	 549 	 424 	 404.0383 	 2.424862 	 0.00386789 	 0.004691266 	 0 
5696	1791810175	5000	500	0.000000	1000	0.489251	1045.23 	 913 	 931 	 654.1921 	 2.525284 	 0.002416565 	 0.0005712676 	 0 
5697	1792566490	5000	500	0.000000	1000	0.529957	634.5666 	 544 	 375 	 403.3139 	 2.510299 	 0.003955866 	 0.01120883 	 1 
5698	1793255577	5000	500	0.000000	1000	0.834177	395.9348 	 345 	 286 	 251.6409 	 2.451937 	 0.006192606 	 0.01445589 	 1 
5699	1793961471	5000	500	0.000000	1000	0.339233	373.239 	 324 	 217 	 235.4152 	 2.521719 	 0.006755344 	 0.05512931 	 1 
5700	1794448874	5000	500	0.000000	1000	0.694672	694.7106 	 607 	 573 	 435.6503 	 2.472005 	 0.0035586 	 0.009846365 	 0 
5701	1795440487	5000	500	0.000000	1000	0.966151	345.1558 	 298 	 248 	 216.2227 	 2.466919 	 0.007148261 	 0.01968982 	 1 
5702	1796079153	5000	500	0.000000	1000	0.560819	205.5944 	 179 	 148 	 130.3237 	 2.43646 	 0.01185277 	 0.04434906 	 1 
5703	1796532942	5000	500	0.000000	1000	0.367914	267.332 	 238 	 266 	 169.1833 	 2.353599 	 0.008804983 	 0.03161711 	 1 
5704	1797003538	5000	500	0.000000	1000	0.578391	<simpleError in optim(par = vstart, fn = fnobj, fix.arg = fix.arg, obs = data,     gr = gradient, ddistnam = ddistname, hessian = TRUE, method = meth,     lower = lower, upper = upper, ...): non-finite finite-difference value [2]>
5705	1798028765	5000	500	0.000000	1000	0.387556	219.1018 	 193 	 122 	 133.4973 	 2.56314 	 0.01169708 	 0.002654092 	 0 
5706	1798432133	5000	500	0.000000	1000	0.791269	743.413 	 635 	 448 	 477.3682 	 2.438133 	 0.00327968 	 0.02221796 	 1 
5707	1799356518	5000	500	0.000000	1000	0.260782	203.984 	 183 	 199 	 119.8047 	 2.770476 	 0.01358198 	 0.01538975 	 1 
5708	1799759886	5000	500	0.000000	1000	0.864344	277.2356 	 249 	 226 	 168.4477 	 2.536493 	 0.009149928 	 0.005770175 	 0 
5709	1800381745	5000	500	0.000000	1000	0.302981	423.5092 	 375 	 231 	 257.3583 	 2.61356 	 0.006170533 	 0.01968982 	 1 
5710	1800969990	5000	500	0.000000	1000	0.178315	567.7868 	 475 	 217 	 372.9313 	 2.37953 	 0.004191418 	 0.0001931868 	 0 
5711	1801440586	5000	500	0.000000	1000	0.954205	485.3936 	 424 	 265 	 301.0945 	 2.508528 	 0.005167939 	 0.12939 	 1 
5712	1802213708	5000	500	0.000000	1000	0.053279	447.7224 	 379 	 252 	 279.0271 	 2.601238 	 0.005810124 	 0.002654092 	 0 
5713	1802499427	5000	500	0.000000	1000	0.539583	564.0792 	 487.5 	 321 	 366.0529 	 2.323803 	 0.004119737 	 0.004078391 	 0 
5714	1803289356	5000	500	0.000000	1000	0.679153	504.1934 	 451 	 237 	 307.2298 	 2.562646 	 0.005081791 	 0.03544907 	 1 
5715	1804012057	5000	500	0.000000	1000	0.335085	469.2584 	 412 	 289 	 292.624 	 2.530029 	 0.005391261 	 0.002467246 	 0 
5716	1804566688	5000	500	0.000000	1000	0.986227	357.2044 	 317 	 314 	 218.5654 	 2.533839 	 0.007093204 	 0.004691266 	 0 
5717	1805205354	5000	500	0.000000	1000	0.857639	840.62 	 739.5 	 466 	 528.9505 	 2.451203 	 0.002915995 	 0.03544907 	 1 
5718	1806079318	5000	500	0.000000	1000	0.738899	528.9844 	 467 	 334 	 331.7005 	 2.505008 	 0.004734841 	 0.001977241 	 0 
5719	1806751598	5000	500	0.000000	1000	0.946700	332.4052 	 288 	 218 	 220.8306 	 2.332503 	 0.007017168 	 0.0006709253 	 0 
5720	1807558334	5000	500	0.000000	1000	0.560943	766.3642 	 676 	 330 	 473.9157 	 2.511529 	 0.00327686 	 0.01357327 	 1 
5721	1808281035	5000	500	0.000000	1000	0.563186	409.6672 	 350 	 259 	 275.3396 	 2.323557 	 0.005671984 	 0.0003492744 	 0 
5722	1808835666	5000	500	0.000000	1000	0.779045	329.6418 	 287 	 261 	 207.4942 	 2.393995 	 0.007263055 	 0.01195204 	 1 
5723	1809356683	5000	500	0.000000	1000	0.993472	728.0946 	 636 	 661 	 470.3862 	 2.349261 	 0.003226813 	 0.004374982 	 0 
5724	1810180226	5000	500	0.000000	1000	0.841122	480.1864 	 425 	 205 	 308.8746 	 2.372498 	 0.004941477 	 0.001163116 	 0 
5725	1810852506	5000	500	0.000000	1000	0.520911	198.755 	 171 	 110 	 131.2315 	 2.309966 	 0.01162391 	 0.001076486 	 0 
5726	1811272681	5000	500	0.000000	1000	0.722585	467.1828 	 404 	 428 	 299.8249 	 2.412574 	 0.005163857 	 0.007561748 	 0 
5727	1811961768	5000	500	0.000000	1000	0.917642	524.95 	 456 	 261 	 330.6638 	 2.460957 	 0.004688686 	 0.03968188 	 1 
5728	1812701276	5000	500	0.000000	1000	0.480237	546.69 	 483 	 686 	 336.6453 	 2.599568 	 0.004756812 	 0.0002954967 	 0 
5729	1813306328	5000	500	0.000000	1000	0.679374	373.709 	 332.5 	 230 	 229.6187 	 2.616423 	 0.007002297 	 0.003800385 	 0 
5730	1813760117	5000	500	0.000000	1000	0.079491	465.1188 	 415 	 214 	 265.9723 	 2.721794 	 0.005851952 	 1.637667e-05 	 0 
5731	1814045836	5000	500	0.000000	1000	0.564144	369.9184 	 322 	 314 	 237.0522 	 2.427581 	 0.006561816 	 0.006610785 	 0 
5732	1814600467	5000	500	0.000000	1000	0.202347	199.5324 	 176 	 154 	 119.8518 	 2.733584 	 0.01369601 	 7.453306e-06 	 0 
5733	1814936607	5000	500	0.000000	1000	0.839965	349.2132 	 304 	 240 	 229.2565 	 2.265875 	 0.00648941 	 0.009223018 	 0 
5734	1815508045	5000	500	0.000000	1000	0.308604	470.6118 	 398 	 213 	 316.2588 	 2.266371 	 0.004814871 	 0.0007266593 	 0 
5735	1815978641	5000	500	0.000000	1000	0.232836	532.6838 	 468 	 242 	 335.288 	 2.616716 	 0.004913184 	 0.01273943 	 1 
5736	1816365202	5000	500	0.000000	1000	0.675988	543.6032 	 479 	 369 	 337.3459 	 2.471465 	 0.004546835 	 0.01538975 	 1 
5737	1817071096	5000	500	0.000000	1000	0.909368	680.089 	 592 	 429 	 441.9314 	 2.330877 	 0.00342741 	 0.01637739 	 1 
5738	1817743376	5000	500	0.000000	1000	0.973693	465.63 	 405 	 375 	 302.0963 	 2.328115 	 0.004999539 	 0.002467246 	 0 
5739	1818382042	5000	500	0.000000	1000	0.306276	472.6818 	 415 	 456 	 297.9072 	 2.486944 	 0.005260828 	 0.01050764 	 1 
5740	1818852638	5000	500	0.000000	1000	0.595785	376.7172 	 335 	 198 	 241.4328 	 2.469089 	 0.006553082 	 0.003295976 	 0 
5741	1819440883	5000	500	0.000000	1000	0.672164	377.7014 	 325 	 145 	 238.2555 	 2.536896 	 0.00671597 	 0.006610785 	 0 
5742	1819945093	5000	500	0.000000	1000	0.951636	251.89 	 218 	 104 	 164.0511 	 2.429604 	 0.00964632 	 0.003800385 	 0 
5743	1820516531	5000	500	0.000000	1000	0.903146	319.4986 	 280 	 268 	 200.7727 	 2.470267 	 0.007729792 	 0.003539914 	 0 
5744	1821155197	5000	500	0.000000	1000	0.848723	561.7806 	 500 	 296 	 352.0952 	 2.541104 	 0.004523928 	 0.0007867085 	 0 
5745	1821827477	5000	500	0.000000	1000	0.999788	1130.785 	 982 	 553 	 715.0824 	 2.505058 	 0.00221548 	 0.009223018 	 0 
5746	1822718248	5000	500	0.000000	1000	0.898506	553.1914 	 484.5 	 355 	 360.3353 	 2.304885 	 0.004166416 	 0.01120883 	 1 
5747	1823541791	5000	500	0.000000	1000	0.933418	490.027 	 427 	 270 	 308.6408 	 2.477331 	 0.005054605 	 0.009223018 	 0 
5748	1824214071	5000	500	0.000000	1000	0.321972	409.0402 	 360 	 312 	 259.2253 	 2.497126 	 0.006104511 	 0.02655187 	 1 
5749	1824617439	5000	500	0.000000	1000	0.822059	302.766 	 263 	 108 	 193.4381 	 2.458148 	 0.008114868 	 0.006177431 	 0 
5750	1825138456	5000	500	0.000000	1000	0.434757	418.0366 	 375 	 236 	 253.1002 	 2.658636 	 0.006360279 	 0.001702508 	 0 
5751	1825693087	5000	500	0.000000	1000	0.817928	591.0258 	 517 	 575 	 370.2889 	 2.516009 	 0.004257975 	 0.009223018 	 0 
5752	1826264525	5000	500	0.000000	1000	0.905052	320.9174 	 278 	 133 	 203.9382 	 2.389517 	 0.00744642 	 0.03968188 	 1 
5753	1826785542	5000	500	0.000000	1000	0.838755	590.3586 	 523 	 564 	 373.208 	 2.414912 	 0.004091064 	 0.002654092 	 0 
5754	1827407401	5000	500	0.000000	1000	0.847592	638.5918 	 556 	 445 	 410.2995 	 2.378934 	 0.003725255 	 0.001076486 	 0 
5755	1828062874	5000	500	0.000000	1000	0.592847	795.5418 	 718 	 360 	 492.4681 	 2.512571 	 0.003158872 	 0.001163116 	 0 
5756	1828701540	5000	500	0.000000	1000	0.336615	469.888 	 410 	 401 	 298.8832 	 2.418239 	 0.005146735 	 0.002292636 	 0 
5757	1829256171	5000	500	0.000000	1000	0.196898	829.1272 	 743 	 295 	 475.2862 	 2.906584 	 0.003505212 	 0.01968982 	 1 
5758	1829676346	5000	500	0.000000	1000	0.094954	236.376 	 205 	 83 	 147.5448 	 2.43367 	 0.01029475 	 0.0007867085 	 0 
5759	1829945258	5000	500	0.000000	1000	0.809674	315.1424 	 271 	 101 	 205.21 	 2.374013 	 0.007532121 	 0.002654092 	 0 
5760	1830499889	5000	500	0.000000	1000	0.654738	366.6036 	 322 	 195 	 229.9522 	 2.485963 	 0.00678117 	 0.0002292602 	 0 
5761	1830953678	5000	500	0.000000	1000	0.917898	339.6984 	 295 	 322 	 215.6926 	 2.455066 	 0.007224969 	 0.01968982 	 1 
5762	1831441081	5000	500	0.000000	1000	0.509883	202.5124 	 176 	 142 	 132.7408 	 2.474273 	 0.01221834 	 5.083869e-05 	 0 
5763	1831827642	5000	500	0.000000	1000	0.318778	507.6944 	 445 	 462 	 325.842 	 2.394551 	 0.00471746 	 0.01445589 	 1 
5764	1832231010	5000	500	0.000000	1000	0.830876	230.623 	 203 	 209 	 146.6659 	 2.469822 	 0.01071137 	 0.0002716346 	 0 
5765	1832768834	5000	500	0.000000	1000	0.568683	540.807 	 479 	 322 	 330.2558 	 2.535331 	 0.004689452 	 0.007071711 	 0 
5766	1833525149	5000	500	0.000000	1000	0.891910	400.563 	 349 	 214 	 258.5192 	 2.369592 	 0.00591644 	 0.004078391 	 0 
5767	1834247850	5000	500	0.000000	1000	0.202130	460.2922 	 402 	 230 	 285.2246 	 2.541814 	 0.005523388 	 0.0001931868 	 0 
5768	1834768867	5000	500	0.000000	1000	0.965343	575.5984 	 510 	 386 	 362.5755 	 2.404114 	 0.004175381 	 0.009223018 	 0 
5769	1835541989	5000	500	0.000000	1000	0.208622	419.4734 	 380 	 92 	 252.8031 	 2.475934 	 0.005902524 	 0.002129532 	 0 
5770	1835978971	5000	500	0.000000	1000	0.653436	743.9734 	 662 	 694 	 454.3572 	 2.533141 	 0.003404466 	 0.002292636 	 0 
5771	1836819321	5000	500	0.000000	1000	0.822743	371.686 	 323 	 211 	 233.0352 	 2.492569 	 0.006705495 	 0.009846365 	 0 
5772	1837592443	5000	500	0.000000	1000	0.171806	334.831 	 290 	 215 	 220.1494 	 2.283361 	 0.00681995 	 0.03544907 	 1 
5773	1837995811	5000	500	0.000000	1000	0.885489	307.7968 	 265 	 117 	 194.0198 	 2.528754 	 0.00821589 	 0.01195204 	 1 
5774	1838617670	5000	500	0.000000	1000	0.711685	450.9388 	 398.5 	 400 	 278.2563 	 2.53336 	 0.005617811 	 0.009223018 	 0 
5775	1839340371	5000	500	0.000000	1000	0.615814	266.35 	 241 	 244 	 161.5053 	 2.570972 	 0.009650069 	 0.003539914 	 0 
5776	1839945423	5000	500	0.000000	1000	0.607365	456.1024 	 391 	 300 	 288.6545 	 2.493939 	 0.005469048 	 0.005770175 	 0 
5777	1840617703	5000	500	0.000000	1000	0.802450	733.3178 	 641 	 503 	 459.732 	 2.433594 	 0.003319065 	 0.04948588 	 1 
5778	1841626123	5000	500	0.000000	1000	0.210076	372.2736 	 332 	 171 	 229.9515 	 2.360594 	 0.006341755 	 0.001163116 	 0 
5779	1842063105	5000	500	0.000000	1000	0.111577	380.3502 	 340 	 467 	 254.0949 	 2.251061 	 0.005917702 	 0.0009959108 	 0 
5780	1842416052	5000	500	0.000000	1000	0.525418	635.7762 	 575.5 	 506 	 387.7107 	 2.552365 	 0.004014991 	 0.003295976 	 0 
5781	1843138753	5000	500	0.000000	1000	0.983597	710.236 	 617 	 532 	 451.5042 	 2.352395 	 0.003311609 	 0.01195204 	 1 
5782	1844046331	5000	500	0.000000	1000	0.995695	523.8868 	 451 	 606 	 336.1433 	 2.444203 	 0.004665083 	 0.01050764 	 1 
5783	1844937102	5000	500	0.000000	1000	0.475681	402.588 	 349 	 363 	 261.904 	 2.341292 	 0.005815793 	 0.003800385 	 0 
5784	1845508540	5000	500	0.000000	1000	0.883808	242.5142 	 214 	 104 	 153.6371 	 2.401818 	 0.009901938 	 0.01852464 	 1 
5785	1846029557	5000	500	0.000000	1000	0.456711	717.66 	 621 	 427 	 458.6682 	 2.346257 	 0.003268965 	 0.1018978 	 1 
5786	1846668223	5000	500	0.000000	1000	0.810756	831.6828 	 724.5 	 404 	 524.7652 	 2.495516 	 0.003000436 	 0.01120883 	 1 
5787	1847491766	5000	500	0.000000	1000	0.649586	203.012 	 178 	 132 	 126.9292 	 2.499629 	 0.01231072 	 0.09235169 	 1 
5788	1847995976	5000	500	0.000000	1000	0.803039	530.6824 	 473.5 	 651 	 332.0208 	 2.45888 	 0.004632988 	 0.004078391 	 0 
5789	1848802712	5000	500	0.000000	1000	0.997150	790.8198 	 685 	 844 	 498.3734 	 2.457866 	 0.003107647 	 0.02503064 	 1 
5790	1849911974	5000	500	0.000000	1000	0.213647	552.5236 	 499 	 812 	 342.4505 	 2.476032 	 0.004480837 	 0.002654092 	 0 
5791	1850432991	5000	500	0.000000	1000	0.991701	416.3348 	 366 	 386 	 262.2533 	 2.488168 	 0.00597608 	 0.01120883 	 1 
5792	1851105271	5000	500	0.000000	1000	0.429587	315.814 	 277 	 229 	 205.9774 	 2.414582 	 0.007644791 	 0.003800385 	 0 
5793	1851592674	5000	500	0.000000	1000	0.481996	775.174 	 679.5 	 800 	 476.5822 	 2.582778 	 0.003331619 	 0.01120883 	 1 
5794	1852248147	5000	500	0.000000	1000	0.739964	343.9816 	 298.5 	 275 	 220.0601 	 2.479756 	 0.007210273 	 0.001256214 	 0 
5795	1852903620	5000	500	0.000000	1000	0.739348	334.829 	 292 	 206 	 214.616 	 2.464054 	 0.007358821 	 0.0003492744 	 0 
5796	1853609514	5000	500	0.000000	1000	0.446178	621.203 	 535 	 387 	 402.6518 	 2.469303 	 0.003974764 	 0.001977241 	 0 
5797	1854248180	5000	500	0.000000	1000	0.649055	638.72 	 542.5 	 361 	 433.5714 	 2.219404 	 0.003474863 	 0.001578859 	 0 
5798	1855004495	5000	500	0.000000	1000	0.586317	697.0228 	 622.5 	 434 	 428.4061 	 2.624602 	 0.003765407 	 0.009223018 	 0 
5799	1855811231	5000	500	0.000000	1000	0.930436	435.7134 	 380 	 195 	 269.7664 	 2.486797 	 0.005706723 	 0.4066873 	 1 
5800	1856651581	5000	500	0.000000	1000	0.975670	366.0158 	 318 	 135 	 232.1437 	 2.428407 	 0.006633816 	 0.02358712 	 1 
5801	1857290247	5000	500	0.000000	1000	0.403676	895.575 	 783.5 	 518 	 549.6874 	 2.573597 	 0.002873259 	 0.01637739 	 1 
5802	1857979334	5000	500	0.000000	1000	0.974501	270.5804 	 239.5 	 202 	 167.6829 	 2.496429 	 0.009224255 	 0.003067621 	 0 
5803	1858618000	5000	500	0.000000	1000	0.563552	721.2998 	 638 	 589 	 445.9691 	 2.597932 	 0.003601162 	 0.004374982 	 0 
5804	1859273473	5000	500	0.000000	1000	0.998191	520.0242 	 449 	 198 	 334.2474 	 2.359548 	 0.004537502 	 0.005770175 	 0 
5805	1859996174	5000	500	0.000000	1000	0.538815	462.6432 	 403 	 354 	 303.2976 	 2.443024 	 0.005280484 	 0.0001047795 	 0 
5806	1860735682	5000	500	0.000000	1000	0.847093	337.0218 	 300 	 419 	 214.548 	 2.317635 	 0.006878039 	 0.02503064 	 1 
5807	1861391155	5000	500	0.000000	1000	0.308050	344.5298 	 313 	 164 	 215.0489 	 2.561423 	 0.007434381 	 9.585702e-05 	 0 
5808	1861861751	5000	500	0.000000	1000	0.503918	308.5894 	 266 	 180 	 199.8512 	 2.323267 	 0.007529503 	 0.004374982 	 0 
5809	1862332347	5000	500	0.000000	1000	0.821430	507.4886 	 441 	 262 	 319.3553 	 2.437962 	 0.004803442 	 0.08786641 	 1 
5810	1863021434	5000	500	0.000000	1000	0.935625	205.1826 	 179 	 154 	 126.7202 	 2.494881 	 0.01215702 	 0.03544907 	 1 
5811	1863676907	5000	500	0.000000	1000	0.939301	398.6086 	 348 	 541 	 252.4195 	 2.443001 	 0.006129568 	 0.002654092 	 0 
5812	1864416415	5000	500	0.000000	1000	0.576235	354.1758 	 304 	 258 	 225.24 	 2.473054 	 0.00698256 	 0.03968188 	 1 
5813	1865071888	5000	500	0.000000	1000	0.908687	813.2898 	 709.5 	 431 	 512.4695 	 2.516734 	 0.003094093 	 0.005028403 	 0 
