sim_n	seed	popsize_2N	iniCN	selCoeff	time_g	exchg_r	mean	median	mode	sd	alpha	beta	p_val	class
2207	1670214366	5000	500	0.000000	1000	0.648399	375.126 	 331 	 243 	 234.3961 	 2.479735 	 0.00661156 	 0.03751331 	 1 
2208	1670920260	5000	500	0.000000	1000	0.924044	353.569 	 308 	 134 	 222.951 	 2.55666 	 0.007230316 	 0.006610785 	 0 
2209	1671542119	5000	500	0.000000	1000	0.695727	248.6188 	 221 	 134 	 156.639 	 2.419523 	 0.009729869 	 0.009846365 	 0 
2210	1672113557	5000	500	0.000000	1000	0.877442	255.8544 	 225 	 177 	 157.8785 	 2.599404 	 0.01016076 	 0.008635679 	 0 
2211	1672752223	5000	500	0.000000	1000	0.647880	703.2308 	 617 	 358 	 445.5618 	 2.482377 	 0.003529643 	 0.001356221 	 0 
2212	1673558959	5000	500	0.000000	1000	0.972294	853.51 	 753 	 447 	 530.4695 	 2.438999 	 0.002857424 	 0.03751331 	 1 
2213	1674382502	5000	500	0.000000	1000	0.700924	601.0286 	 530 	 430 	 393.4958 	 2.320403 	 0.003860379 	 0.0006192182 	 0 
2214	1675054782	5000	500	0.000000	1000	0.748404	397.0086 	 348 	 153 	 248.6824 	 2.527651 	 0.006367047 	 0.005028403 	 0 
2215	1675844711	5000	500	0.000000	1000	0.935026	406.375 	 358 	 208 	 257.338 	 2.382992 	 0.005864323 	 0.01538975 	 1 
2216	1676500184	5000	500	0.000000	1000	0.928702	557.6524 	 488 	 521 	 344.6163 	 2.496009 	 0.004476433 	 0.04195901 	 1 
2217	1677323727	5000	500	0.000000	1000	0.760239	355.619 	 314.5 	 359 	 223.5568 	 2.516717 	 0.007076 	 0.002467246 	 0 
2218	1678012814	5000	500	0.000000	1000	0.827287	539.9504 	 475 	 391 	 330.3859 	 2.525098 	 0.00467581 	 0.007561748 	 0 
2219	1678769129	5000	500	0.000000	1000	0.206853	342.303 	 295 	 408 	 218.4093 	 2.437503 	 0.007122141 	 0.02221796 	 1 
2220	1679239725	5000	500	0.000000	1000	0.780234	311.2778 	 273 	 198 	 193.1573 	 2.57093 	 0.008258049 	 0.003539914 	 0 
2221	1679878391	5000	500	0.000000	1000	0.836346	530.708 	 458 	 432 	 344.4724 	 2.372419 	 0.004470443 	 0.001702508 	 0 
2222	1680785969	5000	500	0.000000	1000	0.304210	270.9674 	 242 	 243 	 169.656 	 2.497143 	 0.009215824 	 0.001163116 	 0 
2223	1681206144	5000	500	0.000000	1000	0.803944	469.0018 	 406 	 251 	 291.1678 	 2.609508 	 0.005563985 	 0.005387613 	 0 
2224	1681912038	5000	500	0.000000	1000	0.900267	214.8522 	 187 	 109 	 135.8153 	 2.482995 	 0.0115563 	 0.01852464 	 1 
2225	1682483476	5000	500	0.000000	1000	0.362254	401.7426 	 352.5 	 504 	 247.1118 	 2.540936 	 0.00632394 	 0.01050764 	 1 
2226	1683038107	5000	500	0.000000	1000	0.367052	319.532 	 278 	 250 	 209.5244 	 2.300847 	 0.00720106 	 0.007071711 	 0 
2227	1683491896	5000	500	0.000000	1000	0.657237	472.0504 	 425 	 378 	 283.7494 	 2.567712 	 0.005439313 	 0.004691266 	 0 
2228	1684164176	5000	500	0.000000	1000	0.637518	308.0468 	 267 	 184 	 201.9081 	 2.213689 	 0.007187388 	 0.04195901 	 1 
2229	1684718807	5000	500	0.000000	1000	0.678285	395.0314 	 349 	 248 	 248.4216 	 2.490613 	 0.006304391 	 0.0007867085 	 0 
2230	1685273438	5000	500	0.000000	1000	0.264406	274.383 	 238 	 259 	 184.8529 	 2.274154 	 0.008287501 	 0.0001047795 	 0 
2231	1685676806	5000	500	0.000000	1000	0.304216	276.7572 	 238 	 131 	 179.9027 	 2.334923 	 0.008434651 	 0.002853946 	 0 
2232	1686046560	5000	500	0.000000	1000	0.302490	334.9662 	 297 	 292 	 202.1315 	 2.485441 	 0.007422953 	 0.02221796 	 1 
2233	1686517156	5000	500	0.000000	1000	0.966141	353.03 	 304 	 299 	 228.7667 	 2.322784 	 0.006579164 	 0.01742144 	 1 
2234	1687155822	5000	500	0.000000	1000	0.463016	338.5152 	 294 	 184 	 217.7249 	 2.323082 	 0.006863271 	 0.08356539 	 1 
2235	1687676839	5000	500	0.000000	1000	0.340785	325.208 	 283 	 176 	 211.037 	 2.376611 	 0.007308357 	 0.003539914 	 0 
2236	1688147435	5000	500	0.000000	1000	0.836194	503.1638 	 439.5 	 239 	 319.6218 	 2.451704 	 0.004873032 	 0.02655187 	 1 
2237	1688836522	5000	500	0.000000	1000	0.882440	981.7108 	 870 	 1072 	 599.8122 	 2.565481 	 0.002613189 	 0.01637739 	 1 
2238	1689710486	5000	500	0.000000	1000	0.656751	508.1722 	 452 	 259 	 315.3513 	 2.468375 	 0.004858065 	 0.008635679 	 0 
2239	1690382766	5000	500	0.000000	1000	0.631780	494.3916 	 430 	 276 	 314.1589 	 2.42798 	 0.004911598 	 0.03348501 	 1 
2240	1691038239	5000	500	0.000000	1000	0.970414	400.3942 	 350 	 210 	 256.4148 	 2.375373 	 0.00593307 	 0.01195204 	 1 
2241	1691693712	5000	500	0.000000	1000	0.402599	500.1054 	 447.5 	 395 	 304.7996 	 2.505027 	 0.005008251 	 0.01357327 	 1 
2242	1692248343	5000	500	0.000000	1000	0.374790	419.3554 	 368 	 262 	 261.4598 	 2.609338 	 0.006223144 	 0.006177431 	 0 
2243	1692769360	5000	500	0.000000	1000	0.855130	1036.924 	 917.5 	 1355 	 627.3802 	 2.604696 	 0.002511813 	 0.007561748 	 0 
2244	1693660131	5000	500	0.000000	1000	0.825102	691.4146 	 613 	 635 	 430.8606 	 2.463715 	 0.003563281 	 0.079443 	 1 
2245	1694349218	5000	500	0.000000	1000	0.608856	456.4582 	 404 	 74 	 282.9641 	 2.458353 	 0.005384939 	 0.06809222 	 1 
2246	1694971077	5000	500	0.000000	1000	0.820765	572.0114 	 513 	 425 	 353.581 	 2.52559 	 0.004414756 	 0.007561748 	 0 
2247	1695761006	5000	500	0.000000	1000	0.568845	475.4336 	 417 	 380 	 301.8417 	 2.504331 	 0.005267829 	 0.01120883 	 1 
2248	1696500514	5000	500	0.000000	1000	0.834858	509.559 	 445 	 325 	 321.138 	 2.47807 	 0.004864062 	 0.04948588 	 1 
2249	1697240022	5000	500	0.000000	1000	0.417950	656.7708 	 575 	 612 	 402.8501 	 2.621863 	 0.003991836 	 0.04948588 	 1 
2250	1697945916	5000	500	0.000000	1000	0.861804	506.6048 	 435 	 423 	 313.8128 	 2.474352 	 0.004884873 	 0.02815429 	 1 
2251	1698719038	5000	500	0.000000	1000	0.977664	519.1826 	 459 	 460 	 330.694 	 2.445999 	 0.004711598 	 0.000412179 	 0 
2252	1699475353	5000	500	0.000000	1000	0.853012	<simpleError in optim(par = vstart, fn = fnobj, fix.arg = fix.arg, obs = data,     gr = gradient, ddistnam = ddistname, hessian = TRUE, method = meth,     lower = lower, upper = upper, ...): non-finite finite-difference value [2]>
2253	1700584615	5000	500	0.000000	1000	0.172879	367.8448 	 305 	 277 	 244.5525 	 2.287407 	 0.00621873 	 0.0006709253 	 0 
2254	1700971176	5000	500	0.000000	1000	0.873548	376.0136 	 327 	 259 	 237.2483 	 2.473936 	 0.00658008 	 0.009223018 	 0 
2255	1701626649	5000	500	0.000000	1000	0.471781	192.837 	 166 	 248 	 120.5575 	 2.450808 	 0.01271132 	 0.04685649 	 1 
2256	1702030017	5000	500	0.000000	1000	0.393653	645.8802 	 560 	 559 	 409.3107 	 2.467209 	 0.003819112 	 0.01273943 	 1 
2257	1702618262	5000	500	0.000000	1000	0.784510	640.4718 	 570 	 410 	 402.2232 	 2.366973 	 0.003695506 	 0.008082509 	 0 
2258	1703374577	5000	500	0.000000	1000	0.788648	717.705 	 629.5 	 379 	 450.4335 	 2.49188 	 0.003472001 	 0.008082509 	 0 
2259	1704147699	5000	500	0.000000	1000	0.839264	466.9644 	 402 	 286 	 304.8726 	 2.334927 	 0.005001167 	 0.01968982 	 1 
2260	1704735944	5000	500	0.000000	1000	0.145120	460.9146 	 411 	 144 	 271.1286 	 2.635384 	 0.005717231 	 0.002853946 	 0 
2261	1705156119	5000	500	0.000000	1000	0.735659	475.164 	 409 	 445 	 305.8968 	 2.348958 	 0.004943717 	 0.03751331 	 1 
2262	1705845206	5000	500	0.000000	1000	0.573936	288.5754 	 254 	 195 	 181.4208 	 2.513748 	 0.008712471 	 0.0009209979 	 0 
2263	1706282188	5000	500	0.000000	1000	0.355190	305.2844 	 272.5 	 280 	 187.617 	 2.534423 	 0.008301568 	 0.02503064 	 1 
2264	1706719170	5000	500	0.000000	1000	0.877585	352.2458 	 308 	 204 	 227.4506 	 2.396751 	 0.006804733 	 0.006610785 	 0 
2265	1707475485	5000	500	0.000000	1000	0.960620	533.638 	 459 	 352 	 339.6443 	 2.442356 	 0.004577877 	 0.004691266 	 0 
2266	1708349449	5000	500	0.000000	1000	0.859466	391.989 	 350 	 444 	 247.4396 	 2.44484 	 0.006236988 	 0.008635679 	 0 
2267	1709038536	5000	500	0.000000	1000	0.551270	314.151 	 278.5 	 144 	 203.9471 	 2.25613 	 0.007181462 	 0.001076486 	 0 
2268	1709660395	5000	500	0.000000	1000	0.801966	204.176 	 183 	 127 	 125.9031 	 2.504162 	 0.01226531 	 0.01357327 	 1 
2269	1710231833	5000	500	0.000000	1000	0.389114	442.1834 	 378.5 	 573 	 282.1176 	 2.4392 	 0.005515862 	 0.004374982 	 0 
2270	1710736043	5000	500	0.000000	1000	0.714585	418.2 	 363 	 363 	 267.1086 	 2.407051 	 0.005756665 	 0.01852464 	 1 
2271	1711425130	5000	500	0.000000	1000	0.560831	502.3532 	 448 	 451 	 302.3792 	 2.636447 	 0.005247761 	 0.04434906 	 1 
2272	1712030182	5000	500	0.000000	1000	0.668191	828.6676 	 710 	 632 	 520.0316 	 2.480923 	 0.002994344 	 0.009223018 	 0 
2273	1712920953	5000	500	0.000000	1000	0.604368	384.0266 	 340 	 408 	 238.087 	 2.556748 	 0.006658924 	 0.001977241 	 0 
2274	1713509198	5000	500	0.000000	1000	0.591592	350.9698 	 304 	 259 	 224.306 	 2.33732 	 0.006659204 	 0.0003795012 	 0 
2275	1714147864	5000	500	0.000000	1000	0.253989	264.5562 	 230 	 76 	 168.1216 	 2.459335 	 0.009296561 	 0.006610785 	 0 
2276	1714551232	5000	500	0.000000	1000	0.814472	639.1984 	 566 	 263 	 401.9496 	 2.44806 	 0.003829831 	 0.001256214 	 0 
2277	1715324354	5000	500	0.000000	1000	0.930567	428.452 	 373 	 285 	 271.7343 	 2.509265 	 0.005855675 	 0.003067621 	 0 
2278	1715929406	5000	500	0.000000	1000	0.399339	570.8156 	 496 	 300 	 361.6744 	 2.434798 	 0.004266123 	 0.06462935 	 1 
2279	1716584879	5000	500	0.000000	1000	0.949430	927.4546 	 823 	 785 	 598.9276 	 2.313527 	 0.00249386 	 0.003800385 	 0 
2280	1717559685	5000	500	0.000000	1000	0.751064	731.9774 	 648 	 254 	 459.6314 	 2.442761 	 0.003336909 	 0.02503064 	 1 
2281	1718433649	5000	500	0.000000	1000	0.635078	582.1334 	 522 	 243 	 358.7743 	 2.458925 	 0.004224422 	 0.007071711 	 0 
2282	1719105929	5000	500	0.000000	1000	0.846459	424.7554 	 371 	 213 	 275.7592 	 2.399821 	 0.005649509 	 0.004078391 	 0 
2283	1719761402	5000	500	0.000000	1000	0.527126	412.2304 	 363 	 416 	 263.6984 	 2.376639 	 0.005766125 	 0.002129532 	 0 
2284	1720316033	5000	500	0.000000	1000	0.251209	461.3374 	 395 	 226 	 294.3621 	 2.435791 	 0.005279485 	 0.01637739 	 1 
2285	1720769822	5000	500	0.000000	1000	0.995509	304.0834 	 262 	 118 	 193.641 	 2.500686 	 0.008223205 	 0.01445589 	 1 
2286	1721442102	5000	500	0.000000	1000	0.300340	275.3348 	 242 	 226 	 171.6817 	 2.609134 	 0.009476043 	 4.636096e-05 	 0 
2287	1721912698	5000	500	0.000000	1000	0.882131	552.08 	 476 	 456 	 351.2905 	 2.399993 	 0.004346679 	 0.0003213265 	 0 
2288	1722618592	5000	500	0.000000	1000	0.453000	433.933 	 384 	 257 	 273.2643 	 2.393932 	 0.005520398 	 0.02358712 	 1 
2289	1723139609	5000	500	0.000000	1000	0.195975	808.744 	 719.5 	 1002 	 493.4046 	 2.472334 	 0.003056281 	 0.079443 	 1 
2290	1723610205	5000	500	0.000000	1000	0.364661	397.0234 	 343 	 202 	 260.1951 	 2.321756 	 0.005846726 	 0.05815302 	 1 
2291	1724215257	5000	500	0.000000	1000	0.419177	754.5172 	 651.5 	 485 	 472.8215 	 2.395568 	 0.003175593 	 0.03544907 	 1 
2292	1724988379	5000	500	0.000000	1000	0.384465	385.063 	 340 	 343 	 229.9043 	 2.71285 	 0.007045474 	 0.009223018 	 0 
2293	1725526203	5000	500	0.000000	1000	0.658003	540.7866 	 466 	 120 	 340.8945 	 2.449223 	 0.004527995 	 0.03544907 	 1 
2294	1726181676	5000	500	0.000000	1000	0.984984	414.6032 	 362 	 245 	 266.3658 	 2.356136 	 0.005683835 	 0.002129532 	 0 
2295	1726870763	5000	500	0.000000	1000	0.680675	604.1486 	 532.5 	 254 	 389.3768 	 2.282551 	 0.00377797 	 0.005770175 	 0 
2296	1727459008	5000	500	0.000000	1000	0.787147	517.0158 	 451 	 274 	 321.9133 	 2.472255 	 0.004782678 	 0.01968982 	 1 
2297	1728164902	5000	500	0.000000	1000	0.952434	781.1106 	 680 	 335 	 490.7403 	 2.453905 	 0.003141322 	 0.01195204 	 1 
2298	1729190129	5000	500	0.000000	1000	0.216465	690.8966 	 605 	 848 	 443.0991 	 2.399428 	 0.003472513 	 0.02984147 	 1 
2299	1729694339	5000	500	0.000000	1000	0.948867	453.0982 	 396 	 292 	 286.402 	 2.494011 	 0.005505001 	 0.002129532 	 0 
2300	1730417040	5000	500	0.000000	1000	0.910739	456.504 	 403 	 249 	 282.6619 	 2.484043 	 0.005442104 	 0.06462935 	 1 
2301	1731072513	5000	500	0.000000	1000	0.671843	233.134 	 207 	 119 	 143.3912 	 2.524469 	 0.01082827 	 0.06809222 	 1 
2302	1731576723	5000	500	0.000000	1000	0.825078	647.8702 	 563 	 300 	 399.7761 	 2.577086 	 0.003977481 	 0.02358712 	 1 
2303	1732349845	5000	500	0.000000	1000	0.760588	489.4192 	 428 	 235 	 307.0323 	 2.518908 	 0.005146903 	 0.009223018 	 0 
2304	1733139774	5000	500	0.000000	1000	0.265192	857.5756 	 739 	 702 	 511.6916 	 2.612888 	 0.003046819 	 0.04434906 	 1 
2305	1733711212	5000	500	0.000000	1000	0.728860	332.5316 	 298 	 312 	 199.1253 	 2.680781 	 0.008062438 	 0.004374982 	 0 
2306	1734282650	5000	500	0.000000	1000	0.944133	385.093 	 345 	 197 	 233.9192 	 2.62166 	 0.006806656 	 0.004374982 	 0 
2307	1734971737	5000	500	0.000000	1000	0.820366	378.8732 	 335 	 227 	 228.4849 	 2.546707 	 0.006721641 	 0.1355568 	 1 
2308	1735559982	5000	500	0.000000	1000	0.574544	797.9534 	 699 	 758 	 519.4854 	 2.417907 	 0.003029935 	 0.0001489868 	 0 
2309	1736349911	5000	500	0.000000	1000	0.999222	479.2964 	 422 	 299 	 307.1503 	 2.367233 	 0.004939693 	 0.03968188 	 1 
2310	1737123033	5000	500	0.000000	1000	0.418546	596.4654 	 517 	 696 	 372.6307 	 2.579905 	 0.004325041 	 0.02655187 	 1 
2311	1737744892	5000	500	0.000000	1000	0.697024	587.0582 	 512 	 500 	 377.2759 	 2.380839 	 0.004056498 	 0.002467246 	 0 
2312	1738400365	5000	500	0.000000	1000	0.909760	358.0644 	 311 	 316 	 224.5545 	 2.505471 	 0.006997634 	 0.01357327 	 1 
2313	1739072645	5000	500	0.000000	1000	0.344075	476.5398 	 418 	 353 	 305.4236 	 2.436166 	 0.005112567 	 0.0005268194 	 0 
2314	1739593662	5000	500	0.000000	1000	0.969606	429.4298 	 381 	 292 	 271.9418 	 2.380606 	 0.005544574 	 0.02984147 	 1 
2315	1740198714	5000	500	0.000000	1000	0.742456	244.2094 	 216 	 137 	 150.2304 	 2.578365 	 0.01056022 	 0.01742144 	 1 
2316	1740753345	5000	500	0.000000	1000	0.815593	450.237 	 392 	 240 	 285.449 	 2.46469 	 0.005474553 	 0.005387613 	 0 
2317	1741560081	5000	500	0.000000	1000	0.379495	769.7306 	 678 	 568 	 489.8976 	 2.332393 	 0.003029797 	 0.02221796 	 1 
2318	1742265975	5000	500	0.000000	1000	0.847611	371.5032 	 331 	 366 	 223.2362 	 2.642631 	 0.007110279 	 0.04685649 	 1 
2319	1742854220	5000	500	0.000000	1000	0.650611	856.5656 	 766 	 624 	 510.8003 	 2.678086 	 0.003126032 	 0.02221796 	 1 
2320	1743778605	5000	500	0.000000	1000	0.516781	332.8606 	 290 	 189 	 206.5258 	 2.525917 	 0.007589291 	 0.002853946 	 0 
2321	1744282815	5000	500	0.000000	1000	0.922049	581.937 	 507 	 254 	 374.5604 	 2.417561 	 0.004154567 	 0.0001931868 	 0 
2322	1745190393	5000	500	0.000000	1000	0.622134	559.0694 	 485 	 414 	 366.4853 	 2.330628 	 0.004168666 	 3.507392e-05 	 0 
2323	1745862673	5000	500	0.000000	1000	0.643033	450.1872 	 390 	 404 	 282.6409 	 2.431952 	 0.005402463 	 0.02815429 	 1 
2324	1746534953	5000	500	0.000000	1000	0.580779	550.5416 	 494 	 570 	 335.0763 	 2.51192 	 0.004563016 	 0.005770175 	 0 
2325	1747140005	5000	500	0.000000	1000	0.964092	553.4372 	 483 	 496 	 348.9276 	 2.426784 	 0.00438525 	 0.01637739 	 1 
2326	1748131618	5000	500	0.000000	1000	0.820302	287.6202 	 251 	 205 	 179.0774 	 2.449609 	 0.008516403 	 0.01968982 	 1 
2327	1748787091	5000	500	0.000000	1000	0.615718	460.6658 	 399 	 278 	 293.2988 	 2.483069 	 0.0053907 	 0.001702508 	 0 
2328	1749308108	5000	500	0.000000	1000	0.720249	408.8284 	 362.5 	 234 	 253.9078 	 2.596547 	 0.006350593 	 0.001835106 	 0 
2329	1749980388	5000	500	0.000000	1000	0.343874	442.4872 	 382 	 382 	 286.0702 	 2.285324 	 0.005166136 	 0.01195204 	 1 
2330	1750484598	5000	500	0.000000	1000	0.257229	236.1006 	 204.5 	 122 	 150.9007 	 2.495084 	 0.01056932 	 0.004374982 	 0 
2331	1750921580	5000	500	0.000000	1000	0.688663	331.5502 	 293 	 237 	 208.7524 	 2.552018 	 0.007697677 	 0.004691266 	 0 
2332	1751610667	5000	500	0.000000	1000	0.894555	368.655 	 327 	 235 	 227.5641 	 2.582236 	 0.007005281 	 0.008635679 	 0 
2333	1752366982	5000	500	0.000000	1000	0.954240	526.3514 	 460.5 	 247 	 332.8014 	 2.451219 	 0.004657556 	 0.03161711 	 1 
2334	1753089683	5000	500	0.000000	1000	0.931633	952.6464 	 845 	 359 	 604.6558 	 2.502068 	 0.002626975 	 0.0003492744 	 0 
2335	1754098103	5000	500	0.000000	1000	0.764223	459.7348 	 394 	 340 	 296.8262 	 2.437675 	 0.005301636 	 0.007561748 	 0 
2336	1754770383	5000	500	0.000000	1000	0.596898	841.8652 	 751 	 353 	 533.0715 	 2.456994 	 0.002918604 	 0.0009959108 	 0 
2337	1755661154	5000	500	0.000000	1000	0.620169	370.5044 	 327 	 204 	 226.8432 	 2.563693 	 0.00691943 	 0.01637739 	 1 
2338	1756232592	5000	500	0.000000	1000	0.543493	867.471 	 760 	 505 	 539.6008 	 2.461257 	 0.002837558 	 0.05512931 	 1 
2339	1756904872	5000	500	0.000000	1000	0.451304	476.3164 	 406 	 358 	 299.2263 	 2.549354 	 0.005351565 	 0.0009959108 	 0 
2340	1757543538	5000	500	0.000000	1000	0.694950	347.8752 	 306 	 238 	 219.4794 	 2.391419 	 0.00687538 	 0.0009209979 	 0 
2341	1758047748	5000	500	0.000000	1000	0.078097	396.9912 	 316 	 274 	 286.774 	 2.060808 	 0.005190601 	 4.813445e-09 	 0 
2342	1758350274	5000	500	0.000000	1000	0.675161	563.03 	 499 	 745 	 342.1634 	 2.561851 	 0.004550741 	 0.05224189 	 1 
2343	1759005747	5000	500	0.000000	1000	0.749011	245.818 	 213 	 121 	 166.2649 	 2.356799 	 0.009590293 	 3.850768e-05 	 0 
2344	1759543571	5000	500	0.000000	1000	0.613572	914.0092 	 779 	 747 	 587.8501 	 2.318873 	 0.002537367 	 0.01050764 	 1 
2345	1760316693	5000	500	0.000000	1000	0.420575	411.5304 	 359 	 285 	 250.7177 	 2.643597 	 0.006422483 	 0.03968188 	 1 
2346	1760837710	5000	500	0.000000	1000	0.701089	211.4072 	 181 	 160 	 140.564 	 2.272199 	 0.01074616 	 0.004078391 	 0 
2347	1761325113	5000	500	0.000000	1000	0.602113	281.0256 	 248 	 217 	 177.9908 	 2.399405 	 0.008538345 	 0.1069701 	 1 
2348	1761812516	5000	500	0.000000	1000	0.942199	595.8602 	 525 	 614 	 377.9816 	 2.419042 	 0.004059159 	 0.02655187 	 1 
2349	1762652866	5000	500	0.000000	1000	0.880578	832.1682 	 720 	 700 	 536.6343 	 2.354138 	 0.002828776 	 0.06809222 	 1 
2350	1763526830	5000	500	0.000000	1000	0.820872	288.448 	 257 	 151 	 176.8189 	 2.596203 	 0.00899975 	 0.01968982 	 1 
2351	1764098268	5000	500	0.000000	1000	0.398409	280.2412 	 247 	 181 	 177.3233 	 2.366879 	 0.008447133 	 0.0004474916 	 0 
2352	1764535250	5000	500	0.000000	1000	0.825833	181.9866 	 160 	 90 	 112.0136 	 2.62828 	 0.0144435 	 0.004078391 	 0 
2353	1765073074	5000	500	0.000000	1000	0.510769	276.0212 	 246 	 146 	 168.7185 	 2.554965 	 0.009258496 	 0.01852464 	 1 
2354	1765610898	5000	500	0.000000	1000	0.859573	501.7894 	 437 	 267 	 322.6043 	 2.396945 	 0.004777066 	 0.03544907 	 1 
2355	1766215950	5000	500	0.000000	1000	0.255569	431.7588 	 380 	 309 	 258.7131 	 2.674947 	 0.006194816 	 0.000125043 	 0 
2356	1766736967	5000	500	0.000000	1000	0.443488	526.0346 	 464 	 554 	 332.8838 	 2.50159 	 0.004756066 	 0.005028403 	 0 
2357	1767325212	5000	500	0.000000	1000	0.592587	247.493 	 215 	 213 	 152.9789 	 2.42822 	 0.009809884 	 0.03348501 	 1 
2358	1767728580	5000	500	0.000000	1000	0.305991	472.9484 	 412 	 377 	 299.1763 	 2.434376 	 0.005148184 	 0.01195204 	 1 
2359	1768232790	5000	500	0.000000	1000	0.686527	416.0882 	 365 	 202 	 259.414 	 2.481565 	 0.005963524 	 0.02358712 	 1 
2360	1768905070	5000	500	0.000000	1000	0.255943	393.8914 	 339 	 164 	 256.2382 	 2.435833 	 0.006184857 	 0.001578859 	 0 
2361	1769409280	5000	500	0.000000	1000	0.640740	1010.315 	 892.5 	 690 	 634.3547 	 2.359373 	 0.00233425 	 0.007071711 	 0 
2362	1770283244	5000	500	0.000000	1000	0.415216	634.8648 	 545 	 787 	 411.9866 	 2.288915 	 0.003604964 	 0.04948588 	 1 
2363	1770955524	5000	500	0.000000	1000	0.740475	516.7486 	 444 	 270 	 336.0071 	 2.357109 	 0.004560655 	 0.05224189 	 1 
2364	1771627804	5000	500	0.000000	1000	0.797626	596.9452 	 519.5 	 426 	 378.7463 	 2.391988 	 0.004007619 	 0.01050764 	 1 
2365	1772300084	5000	500	0.000000	1000	0.450127	487.7212 	 413.5 	 238 	 324.2257 	 2.313674 	 0.00474445 	 0.003800385 	 0 
2366	1772938750	5000	500	0.000000	1000	0.989898	740.0584 	 639 	 489 	 474.7071 	 2.441299 	 0.003298839 	 0.0007266593 	 0 
2367	1773711872	5000	500	0.000000	1000	0.682664	717.6876 	 627.5 	 682 	 460.2464 	 2.411508 	 0.003360204 	 0.006177431 	 0 
2368	1774518608	5000	500	0.000000	1000	0.253515	328.222 	 292 	 329 	 205.3513 	 2.501681 	 0.007621608 	 8.76593e-05 	 0 
2369	1774972397	5000	500	0.000000	1000	0.373994	621.1168 	 533 	 305 	 410.4383 	 2.264413 	 0.003645243 	 0.01357327 	 1 
2370	1775493414	5000	500	0.000000	1000	0.740061	348.349 	 312.5 	 191 	 218.3035 	 2.427059 	 0.006965289 	 0.009846365 	 0 
2371	1776014431	5000	500	0.000000	1000	0.459868	583.8234 	 505 	 364 	 372.2531 	 2.473513 	 0.004236608 	 0.01195204 	 1 
2372	1776585869	5000	500	0.000000	1000	0.808172	<simpleError in optim(par = vstart, fn = fnobj, fix.arg = fix.arg, obs = data,     gr = gradient, ddistnam = ddistname, hessian = TRUE, method = meth,     lower = lower, upper = upper, ...): non-finite finite-difference value [2]>
2373	1777762359	5000	500	0.000000	1000	0.715467	457.2198 	 396 	 371 	 304.131 	 2.300657 	 0.005031648 	 0.005770175 	 0 
2374	1778434639	5000	500	0.000000	1000	0.438797	902.1176 	 795 	 682 	 549.7043 	 2.641687 	 0.002928639 	 0.01968982 	 1 
2375	1779123726	5000	500	0.000000	1000	0.575872	813.596 	 728.5 	 571 	 508.3788 	 2.607591 	 0.00320508 	 0.0007266593 	 0 
2376	1779913655	5000	500	0.000000	1000	0.180538	177.8902 	 152 	 136 	 115.1618 	 2.54864 	 0.01432565 	 0.0003795012 	 0 
2377	1780216181	5000	500	0.000000	1000	0.865469	394.1624 	 347 	 204 	 250.7896 	 2.437233 	 0.006184126 	 0.02358712 	 1 
2378	1780989303	5000	500	0.000000	1000	0.080542	871.6272 	 783 	 674 	 515.6275 	 2.753339 	 0.00315861 	 5.511615e-06 	 0 
2379	1781342250	5000	500	0.000000	1000	0.708116	774.8704 	 666 	 726 	 471.9433 	 2.624921 	 0.00338804 	 0.03751331 	 1 
2380	1782165793	5000	500	0.000000	1000	0.790071	177.9346 	 158 	 170 	 108.302 	 2.610078 	 0.01466795 	 0.02221796 	 1 
2381	1782770845	5000	500	0.000000	1000	0.854561	255.302 	 223 	 116 	 161.7288 	 2.408881 	 0.009433336 	 0.03751331 	 1 
2382	1783308669	5000	500	0.000000	1000	0.542778	530.0188 	 470 	 247 	 331.5943 	 2.421058 	 0.004568283 	 0.02221796 	 1 
2383	1783997756	5000	500	0.000000	1000	0.775795	560.223 	 498.5 	 289 	 345.0158 	 2.505052 	 0.004472192 	 0.02091991 	 1 
2384	1784770878	5000	500	0.000000	1000	0.497803	423.0158 	 372.5 	 352 	 260.723 	 2.396376 	 0.005665527 	 0.02655187 	 1 
2385	1785275088	5000	500	0.000000	1000	0.504789	438.6616 	 389 	 292 	 271.5823 	 2.574253 	 0.005869233 	 0.005028403 	 0 
2386	1785964175	5000	500	0.000000	1000	0.394306	468.3224 	 407.5 	 360 	 307.8353 	 2.264693 	 0.004836373 	 0.009223018 	 0 
2387	1786518806	5000	500	0.000000	1000	0.775227	221.436 	 192 	 209 	 138.4533 	 2.50359 	 0.01130655 	 0.04195901 	 1 
2388	1787073437	5000	500	0.000000	1000	0.643210	554.1564 	 490 	 485 	 352.0193 	 2.445812 	 0.004412825 	 0.02503064 	 1 
2389	1787913787	5000	500	0.000000	1000	0.735025	434.318 	 375 	 170 	 302.655 	 2.148674 	 0.00494864 	 8.013059e-05 	 0 
2390	1788670102	5000	500	0.000000	1000	0.513951	726.2756 	 623 	 563 	 464.4146 	 2.40534 	 0.003311322 	 0.1122497 	 1 
2391	1789527259	5000	500	0.000000	1000	0.551150	492.0964 	 430.5 	 245 	 314.3937 	 2.382769 	 0.004842497 	 0.02503064 	 1 
2392	1790098697	5000	500	0.000000	1000	0.630260	603.9008 	 532 	 349 	 379.4673 	 2.438158 	 0.004037053 	 0.009846365 	 0 
